Name,Age,MP,ThreePoints,AST,FG,FT,TOV,DRB,FGA,TRB,ORB,FTA,STL,BLK,PF,PointsPerGame,Salary,Season
Dennis Schröder,25,29.3,1.6,4.1,5.8,2.4,2.2,3.1,14.0,3.6,0.5,2.9,0.8,0.2,2.4,15.5,15500000.0,NBA_2019
Terrance Ferguson,20,26.1,1.4,1.0,2.5,0.5,0.6,1.5,5.8,1.9,0.4,0.7,0.5,0.2,3.1,6.9,2118840.0,NBA_2019
Álex Abrines,25,19.0,1.3,0.6,1.8,0.4,0.5,1.4,5.1,1.5,0.2,0.4,0.5,0.2,1.7,5.3,5455236.0,NBA_2019
Markieff Morris,29,16.1,0.8,0.8,2.5,0.6,0.3,3.0,6.5,3.8,0.8,0.8,0.5,0.1,2.4,6.5,573295.0,NBA_2019
Patrick Patterson,29,13.7,0.7,0.5,1.3,0.3,0.3,1.7,3.5,2.3,0.7,0.5,0.3,0.2,0.7,3.6,5451600.0,NBA_2019
Nerlens Noel,24,13.7,0.0,0.6,2.1,0.7,0.6,2.6,3.6,4.2,1.6,1.0,0.9,1.2,2.2,4.9,1757429.0,NBA_2019
Raymond Felton,34,11.5,0.6,1.6,1.7,0.4,0.4,0.9,4.1,1.0,0.1,0.4,0.3,0.2,0.9,4.3,2393887.0,NBA_2019
Abdel Nader,25,11.4,0.5,0.3,1.5,0.4,0.4,1.7,3.5,1.9,0.2,0.6,0.3,0.2,1.1,4.0,1378242.0,NBA_2019
Hamidou Diallo,20,10.3,0.1,0.3,1.5,0.7,0.5,1.2,3.2,1.9,0.7,1.2,0.4,0.2,1.5,3.7,838464.0,NBA_2019
Deonte Burton,25,7.5,0.3,0.3,1.0,0.3,0.3,0.8,2.6,0.9,0.1,0.4,0.2,0.3,1.0,2.6,151587.0,NBA_2019
DeMar DeRozan,29,34.9,0.1,6.2,8.2,4.8,2.6,5.3,17.1,6.0,0.7,5.7,1.1,0.5,2.3,21.2,27739975.0,NBA_2019
LaMarcus Aldridge,33,33.2,0.1,2.4,8.4,4.3,1.8,6.1,16.3,9.2,3.1,5.1,0.5,1.3,2.2,21.3,22347015.0,NBA_2019
Bryn Forbes,25,28.0,2.1,2.1,4.4,0.8,1.0,2.7,9.6,2.9,0.2,1.0,0.5,0.0,1.9,11.8,3125000.0,NBA_2019
Rudy Gay,32,26.7,1.1,2.6,5.4,1.7,1.7,5.9,10.8,6.8,0.9,2.1,0.8,0.5,2.3,13.7,10087200.0,NBA_2019
Derrick White,24,25.8,0.7,3.9,3.9,1.4,1.4,3.2,8.1,3.7,0.5,1.8,1.0,0.7,2.2,9.9,1667160.0,NBA_2019
Patty Mills,30,23.3,1.9,3.0,3.4,1.1,1.1,1.9,8.1,2.2,0.3,1.3,0.6,0.1,1.6,9.9,11571429.0,NBA_2019
Marco Belinelli,32,23.0,1.9,1.7,3.6,1.4,0.9,2.3,8.7,2.5,0.2,1.6,0.4,0.1,1.5,10.5,6153846.0,NBA_2019
Dāvis Bertāns,26,21.5,1.9,1.3,2.7,0.7,0.6,3.2,6.0,3.5,0.3,0.8,0.5,0.4,1.8,8.0,7000000.0,NBA_2019
Jakob Pöltl,23,16.5,0.0,1.2,2.4,0.6,0.6,3.0,3.8,5.3,2.3,1.2,0.4,0.9,1.6,5.5,2947320.0,NBA_2019
Dante Cunningham,31,14.5,0.5,0.8,1.2,0.2,0.3,2.2,2.5,2.9,0.8,0.3,0.4,0.2,1.1,3.0,2500000.0,NBA_2019
Pau Gasol,38,12.2,0.2,1.9,1.5,1.0,0.5,3.9,3.3,4.7,0.8,1.4,0.2,0.5,1.0,4.2,15100000.0,NBA_2019
Lonnie Walker,20,6.9,0.3,0.5,0.9,0.5,0.2,1.0,2.7,1.0,0.0,0.6,0.4,0.2,0.4,2.6,2357160.0,NBA_2019
Quincy Pondexter,30,5.5,0.1,0.5,0.5,0.6,0.2,0.7,1.1,0.9,0.2,0.8,0.2,0.0,0.5,1.8,2165481.0,NBA_2019
Chimezie Metu,21,5.0,0.0,0.4,0.7,0.4,0.5,0.9,2.0,1.2,0.3,0.6,0.2,0.1,0.5,1.8,838464.0,NBA_2019
Donatas Motiejūnas,28,4.3,0.0,0.3,1.0,0.0,1.0,0.3,2.0,1.0,0.7,0.7,0.0,0.3,2.0,2.0,59820.0,NBA_2019
Danilo Gallinari,30,30.3,2.4,2.6,6.0,5.4,1.5,5.3,13.0,6.1,0.8,6.0,0.7,0.3,1.9,19.8,21587579.0,NBA_2019
Landry Shamet,21,27.8,2.7,2.3,3.5,1.2,0.8,2.0,8.4,2.2,0.3,1.6,0.5,0.1,2.0,10.9,1703640.0,NBA_2019
Patrick Beverley,30,27.4,1.4,3.8,2.5,1.2,1.1,4.0,6.1,5.0,1.0,1.6,0.9,0.6,3.4,7.6,5027028.0,NBA_2019
Lou Williams,32,26.6,1.4,5.4,6.5,5.7,2.4,2.4,15.2,3.0,0.5,6.5,0.8,0.1,1.1,20.0,8000000.0,NBA_2019
Shai Gilgeous-Alexander,20,26.5,0.6,3.3,4.2,1.9,1.7,2.1,8.7,2.8,0.7,2.4,1.2,0.5,2.1,10.8,3375360.0,NBA_2019
Montrezl Harrell,25,26.3,0.0,2.0,6.7,3.2,1.6,4.3,10.8,6.5,2.2,5.0,0.9,1.3,3.1,16.6,6000000.0,NBA_2019
Ivica Zubac,21,20.2,0.0,1.5,3.8,1.7,1.4,5.3,7.2,7.7,2.3,2.3,0.4,0.9,2.5,9.4,1544951.0,NBA_2019
JaMychal Green,28,19.6,1.4,0.6,3.3,0.7,1.0,5.2,6.8,6.5,1.3,0.9,0.5,0.3,2.9,8.7,7866667.0,NBA_2019
Garrett Temple,32,19.6,0.6,1.4,1.6,0.9,0.6,2.1,4.1,2.5,0.4,1.2,1.0,0.2,2.7,4.7,8000000.0,NBA_2019
Marcin Gortat,34,16.0,0.0,1.4,2.1,0.7,1.1,4.1,4.0,5.6,1.4,1.0,0.1,0.5,2.0,5.0,13565218.0,NBA_2019
Luc Mbah a Moute,32,15.3,0.5,0.5,2.0,0.5,0.5,1.3,4.5,1.8,0.5,1.3,0.3,0.3,2.0,5.0,4320500.0,NBA_2019
Wilson Chandler,31,15.1,0.9,0.7,1.5,0.3,0.5,2.9,4.4,3.1,0.3,0.5,0.2,0.2,1.9,4.3,12800562.0,NBA_2019
Tyrone Wallace,24,10.1,0.1,0.7,1.5,0.5,0.6,1.3,3.5,1.6,0.3,0.9,0.3,0.1,1.3,3.5,1349383.0,NBA_2019
Miloš Teodosić,31,10.0,0.7,2.1,1.1,0.3,1.4,0.9,2.7,1.1,0.2,0.5,0.2,0.1,1.8,3.2,6300000.0,NBA_2019
Jerome Robinson,21,9.7,0.5,0.6,1.3,0.2,0.4,1.2,3.3,1.2,0.1,0.3,0.3,0.1,1.4,3.4,3046200.0,NBA_2019
Sindarius Thornwell,24,4.9,0.0,0.3,0.3,0.4,0.3,0.6,0.8,0.7,0.1,0.5,0.2,0.1,0.6,1.0,1378242.0,NBA_2019
Harrison Barnes,26,33.9,1.9,1.9,5.0,2.3,1.1,4.8,11.1,5.5,0.8,2.9,0.6,0.1,1.5,14.3,24107258.0,NBA_2019
Buddy Hield,26,31.9,3.4,2.5,7.6,2.1,1.8,3.7,16.6,5.0,1.3,2.4,0.7,0.4,2.5,20.7,3833760.0,NBA_2019
De'Aaron Fox,21,31.4,1.1,7.3,6.2,3.7,2.8,3.2,13.6,3.8,0.5,5.1,1.6,0.6,2.5,17.3,5470920.0,NBA_2019
Bogdan Bogdanović,26,27.8,1.9,3.8,5.2,1.9,1.7,2.9,12.3,3.5,0.6,2.3,1.0,0.2,2.0,14.1,9000000.0,NBA_2019
Willie Cauley-Stein,25,27.3,0.0,2.4,5.1,1.7,1.0,6.1,9.1,8.4,2.2,3.1,1.2,0.6,2.8,11.9,4696875.0,NBA_2019
Marvin Bagley,19,25.3,0.5,1.0,5.7,2.9,1.6,5.0,11.4,7.6,2.6,4.2,0.5,1.0,1.9,14.9,7305600.0,NBA_2019
Nemanja Bjelica,30,23.2,1.3,1.9,3.7,0.9,1.1,4.1,7.7,5.8,1.6,1.2,0.7,0.7,2.6,9.6,6500000.0,NBA_2019
Yogi Ferrell,25,15.0,0.8,1.9,2.2,0.8,0.6,1.4,5.0,1.5,0.2,0.9,0.5,0.1,0.9,5.9,3000000.0,NBA_2019
Corey Brewer,32,14.7,0.4,1.2,1.4,0.9,0.5,1.5,3.1,2.5,0.9,1.3,0.8,0.2,2.0,4.1,2000000.0,NBA_2019
Corey Brewer,32,14.7,0.4,1.2,1.4,0.9,0.5,1.5,3.1,2.5,0.9,1.3,0.8,0.2,2.0,4.1,270496.0,NBA_2019
Harry Giles,20,14.1,0.0,1.5,3.0,1.0,1.3,2.7,6.0,3.8,1.1,1.6,0.5,0.4,2.6,7.0,2207040.0,NBA_2019
Kosta Koufos,29,12.0,0.0,0.9,1.7,0.2,0.6,3.0,3.6,4.2,1.2,0.6,0.4,0.4,1.6,3.7,8739500.0,NBA_2019
Frank Mason,24,11.4,0.4,2.2,1.9,1.0,0.9,1.0,4.4,1.1,0.2,1.5,0.4,0.1,0.9,5.1,1378242.0,NBA_2019
Caleb Swanigan,21,11.0,0.0,1.3,1.3,0.0,0.7,2.7,3.0,4.0,1.3,0.7,0.7,0.3,2.0,2.7,1740000.0,NBA_2019
Alec Burks,27,9.8,0.0,0.8,0.7,0.3,0.3,1.5,1.5,1.7,0.2,0.4,0.6,0.1,0.5,1.7,11536515.0,NBA_2019
Ben McLemore,25,8.3,0.9,0.2,1.3,0.4,0.3,0.7,3.4,0.9,0.2,0.6,0.3,0.2,1.2,3.9,5460000.0,NBA_2019
B.J. Johnson,23,6.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,47371.0,NBA_2019
LeBron James,34,35.2,2.0,8.3,10.1,5.1,3.6,7.4,19.9,8.5,1.0,7.6,1.3,0.6,1.7,27.4,35654150.0,NBA_2019
Brandon Ingram,21,33.8,0.6,3.0,7.0,3.8,2.5,4.3,14.0,5.1,0.8,5.6,0.5,0.6,2.9,18.3,5757120.0,NBA_2019
Kyle Kuzma,23,33.1,1.8,2.5,7.1,2.7,1.9,4.6,15.5,5.5,0.9,3.6,0.6,0.4,2.4,18.7,1689840.0,NBA_2019
Lonzo Ball,21,30.3,1.6,5.4,3.9,0.4,2.2,4.2,9.7,5.3,1.1,1.0,1.5,0.4,2.4,9.9,7461960.0,NBA_2019
Rajon Rondo,32,29.8,1.1,8.0,3.8,0.5,2.8,4.5,9.4,5.3,0.7,0.8,1.2,0.2,2.2,9.2,9000000.0,NBA_2019
Reggie Bullock,27,27.6,1.8,1.1,3.3,0.9,0.6,2.5,8.1,2.6,0.1,1.1,0.8,0.4,1.6,9.3,2500000.0,NBA_2019
Josh Hart,23,25.6,1.4,1.4,2.8,0.8,0.9,3.2,6.9,3.7,0.5,1.2,1.0,0.6,2.2,7.8,1655160.0,NBA_2019
Kentavious Caldwell-Pope,25,24.8,1.8,1.3,4.0,1.7,0.8,2.3,9.2,2.9,0.6,1.9,0.9,0.2,1.7,11.4,12000000.0,NBA_2019
Jemerrio Jones,23,23.8,0.3,2.2,2.0,0.2,0.8,5.5,5.5,8.2,2.7,0.3,1.2,0.8,1.7,4.5,52108.0,NBA_2019
JaVale McGee,31,22.3,0.0,0.7,5.3,1.3,1.4,4.9,8.5,7.5,2.6,2.0,0.6,2.0,2.8,12.0,2393887.0,NBA_2019
Lance Stephenson,28,16.5,1.1,2.1,2.7,0.7,1.3,2.7,6.4,3.2,0.5,1.1,0.6,0.1,1.6,7.2,4449000.0,NBA_2019
Tyson Chandler,36,16.4,0.0,0.6,1.1,0.9,0.7,3.8,1.8,5.6,1.8,1.4,0.4,0.5,1.9,3.1,2393887.0,NBA_2019
Mike Muscala,27,15.6,1.2,0.8,2.1,0.4,0.3,2.2,4.9,2.6,0.4,0.5,0.2,0.6,1.1,5.9,5000000.0,NBA_2019
Moritz Wagner,21,10.4,0.5,0.6,1.7,1.0,0.9,1.6,4.0,2.0,0.4,1.2,0.3,0.3,1.3,4.8,1762080.0,NBA_2019
Isaac Bonga,19,5.5,0.0,0.7,0.2,0.4,0.3,0.7,1.5,1.1,0.4,0.7,0.4,0.2,0.4,0.9,1000000.0,NBA_2019
Scott Machado,28,4.8,0.3,0.8,1.0,0.3,0.0,0.0,1.5,0.0,0.0,0.3,0.3,0.0,0.5,2.5,47371.0,NBA_2019
Andre Ingram,33,3.8,0.0,0.0,0.0,0.0,0.3,0.3,1.5,0.5,0.3,0.0,0.3,0.0,0.0,0.0,76236.0,NBA_2019
Andrew Wiggins,23,34.8,1.6,2.5,6.8,2.8,1.9,3.7,16.6,4.8,1.1,4.1,1.0,0.7,2.1,18.1,25467250.0,NBA_2019
Robert Covington,28,34.7,2.5,1.5,4.8,2.3,1.1,4.8,11.1,5.7,1.0,3.0,2.3,1.1,3.7,14.5,10464092.0,NBA_2019
Karl-Anthony Towns,23,33.1,1.8,3.4,8.8,4.9,3.1,9.0,17.1,12.4,3.4,5.8,0.9,1.6,3.8,24.4,7839435.0,NBA_2019
Jeff Teague,30,30.1,0.8,8.2,4.2,2.9,2.3,2.1,9.9,2.5,0.4,3.6,1.0,0.4,2.1,12.1,19000000.0,NBA_2019
Derrick Rose,30,27.3,1.1,4.3,7.1,2.7,1.6,2.1,14.8,2.7,0.6,3.1,0.6,0.2,1.1,18.0,2176260.0,NBA_2019
Taj Gibson,33,24.1,0.2,1.2,4.3,1.9,1.0,4.1,7.7,6.5,2.5,2.5,0.8,0.6,2.7,10.8,14000000.0,NBA_2019
Dario Šarić,24,23.9,1.4,1.5,3.8,1.5,1.1,3.9,8.3,5.5,1.5,1.8,0.6,0.1,2.1,10.5,2526840.0,NBA_2019
Josh Okogie,20,23.7,0.8,1.2,2.6,1.6,0.9,2.4,6.9,2.9,0.6,2.2,1.2,0.4,2.2,7.7,2160720.0,NBA_2019
Tyus Jones,22,22.9,0.6,4.8,2.7,0.9,0.7,1.6,6.6,2.0,0.3,1.0,1.2,0.1,1.1,6.9,2444053.0,NBA_2019
Jerryd Bayless,30,19.3,0.9,3.5,2.4,0.5,0.9,1.5,6.8,1.8,0.3,0.8,0.5,0.1,1.6,6.1,8575916.0,NBA_2019
Luol Deng,33,17.8,0.6,0.8,2.7,1.1,0.6,2.4,5.4,3.3,0.9,1.6,0.7,0.4,1.1,7.1,2393887.0,NBA_2019
Keita Bates-Diop,23,16.8,0.4,0.6,2.0,0.6,0.5,2.2,4.7,2.8,0.5,0.9,0.6,0.5,1.0,5.0,838464.0,NBA_2019
Anthony Tolliver,33,16.6,1.2,0.7,1.5,0.7,0.6,2.5,4.0,2.7,0.2,0.9,0.3,0.3,1.4,5.0,5750000.0,NBA_2019
Cameron Reynolds,23,13.6,1.1,0.7,1.7,0.4,0.3,1.4,4.1,1.6,0.2,0.5,0.3,0.1,1.4,5.0,108953.0,NBA_2019
Cameron Reynolds,23,13.6,1.1,0.7,1.7,0.4,0.3,1.4,4.1,1.6,0.2,0.5,0.3,0.1,1.4,5.0,94742.0,NBA_2019
Gorgui Dieng,29,13.6,0.3,0.9,2.5,1.2,0.8,3.0,5.0,4.1,1.1,1.4,0.6,0.5,1.8,6.4,15170787.0,NBA_2019
Isaiah Canaan,27,13.6,1.0,2.7,1.6,0.6,0.6,0.7,4.1,0.7,0.0,0.6,0.3,0.1,0.6,4.7,198580.0,NBA_2019
Mitch Creek,26,12.0,0.0,1.0,3.0,0.0,1.0,1.0,6.0,2.0,1.0,0.0,1.0,0.0,0.0,6.0,47371.0,NBA_2019
Mitch Creek,26,12.0,0.0,1.0,3.0,0.0,1.0,1.0,6.0,2.0,1.0,0.0,1.0,0.0,0.0,6.0,9474.0,NBA_2019
James Nunnally,28,4.9,0.4,0.4,0.7,0.3,0.1,0.3,1.6,0.3,0.0,0.3,0.1,0.0,0.3,2.1,655632.0,NBA_2019
Mike Conley,31,33.5,2.2,6.4,7.0,4.9,1.9,2.8,16.0,3.4,0.6,5.8,1.3,0.3,1.8,21.1,30521116.0,NBA_2019
Avery Bradley,28,31.6,2.0,4.0,6.2,1.6,2.0,2.6,13.4,3.1,0.6,1.8,1.0,0.0,2.4,16.1,12000000.0,NBA_2019
Delon Wright,26,30.8,0.8,5.3,4.4,2.5,1.5,4.3,10.2,5.4,1.1,3.4,1.6,0.6,1.9,12.2,2536898.0,NBA_2019
Kyle Anderson,25,29.8,0.2,3.0,3.5,0.9,1.3,4.7,6.4,5.8,1.1,1.5,1.3,0.9,2.6,8.0,8641000.0,NBA_2019
Justin Holiday,29,29.1,1.5,1.4,3.4,1.2,1.3,2.9,8.7,3.5,0.6,1.4,1.2,0.3,1.9,9.5,4384616.0,NBA_2019
Jonas Valančiūnas,26,27.7,0.3,2.2,8.0,3.7,2.7,7.9,14.7,10.7,2.7,4.8,0.3,1.6,3.4,19.9,16539326.0,NBA_2019
Jaren Jackson,19,26.1,0.9,1.1,5.1,2.6,1.7,3.4,10.2,4.7,1.3,3.4,0.9,1.4,3.8,13.8,5915040.0,NBA_2019
Bruno Caboclo,23,23.5,1.4,1.5,2.8,1.2,1.1,3.4,6.6,4.6,1.2,1.5,0.4,1.0,2.4,8.3,487000.0,NBA_2019
Bruno Caboclo,23,23.5,1.4,1.5,2.8,1.2,1.1,3.4,6.6,4.6,1.2,1.5,0.4,1.0,2.4,8.3,183211.0,NBA_2019
C.J. Miles,31,22.6,1.8,1.1,3.2,1.0,0.7,2.0,8.1,2.1,0.1,1.1,0.6,0.4,1.3,9.3,8333333.0,NBA_2019
Tyler Dorsey,22,21.3,1.6,1.9,3.6,1.0,0.8,2.5,8.3,3.3,0.9,1.7,0.3,0.0,1.6,9.8,1378242.0,NBA_2019
Chandler Parsons,30,19.8,1.2,1.7,2.7,0.9,1.3,2.6,7.3,2.8,0.2,1.0,0.8,0.2,1.8,7.5,24107258.0,NBA_2019
Dillon Brooks,23,18.3,0.8,0.9,2.7,1.2,1.1,1.2,6.8,1.7,0.5,1.7,0.6,0.2,2.8,7.5,1378242.0,NBA_2019
Joakim Noah,33,16.5,0.0,2.1,2.6,1.9,1.2,4.3,5.1,5.7,1.4,2.6,0.5,0.7,2.3,7.1,1731173.0,NBA_2019
Jevon Carter,23,14.8,0.9,1.8,1.4,0.7,0.8,1.3,4.7,1.7,0.4,0.8,0.7,0.3,1.4,4.4,838464.0,NBA_2019
Ivan Rabb,21,14.7,0.1,1.1,2.4,1.0,0.7,2.8,4.3,4.2,1.4,1.4,0.3,0.3,1.8,5.8,1378242.0,NBA_2019
Omri Casspi,30,14.4,0.4,0.7,2.4,1.1,0.6,2.7,4.5,3.2,0.5,1.6,0.6,0.3,1.0,6.3,2176260.0,NBA_2019
Dusty Hannahs,25,13.0,0.0,2.5,1.5,1.0,0.5,0.5,6.0,0.5,0.0,1.0,0.5,0.0,0.5,4.0,47371.0,NBA_2019
Andrew Harrison,24,5.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,200000.0,NBA_2019
Jrue Holiday,28,35.9,1.8,7.7,8.2,3.1,3.1,3.9,17.3,5.0,1.1,4.0,1.6,0.8,2.2,21.2,25976111.0,NBA_2019
Anthony Davis,25,33.0,0.9,3.9,9.5,6.1,2.0,8.9,18.3,12.0,3.1,7.7,1.6,2.4,2.4,25.9,25434263.0,NBA_2019
Julius Randle,24,30.6,0.9,3.1,7.8,4.9,2.8,6.5,14.9,8.7,2.2,6.7,0.7,0.6,3.4,21.4,8641000.0,NBA_2019
Elfrid Payton,24,29.8,0.8,7.6,4.3,1.3,2.7,4.1,9.8,5.2,1.2,1.8,1.0,0.4,1.9,10.6,3000000.0,NBA_2019
E'Twaun Moore,29,27.6,1.4,1.9,4.8,0.8,1.1,1.7,10.0,2.4,0.7,1.1,0.8,0.2,2.1,11.9,8808685.0,NBA_2019
Darius Miller,28,25.5,1.9,2.1,2.7,0.8,0.9,1.7,7.0,1.9,0.2,1.0,0.6,0.3,2.4,8.2,2205000.0,NBA_2019
Christian Wood,23,23.6,0.8,0.8,6.1,3.9,1.8,6.3,11.5,7.9,1.6,5.1,0.9,1.3,1.8,16.9,1512601.0,NBA_2019
Kenrich Williams,24,23.5,1.1,1.8,2.3,0.3,0.8,3.6,6.1,4.8,1.2,0.4,1.0,0.4,2.1,6.1,838464.0,NBA_2019
Solomon Hill,27,20.0,0.7,1.3,1.5,0.5,0.7,2.3,4.0,3.0,0.8,0.7,0.5,0.2,1.8,4.3,12252928.0,NBA_2019
Tim Frazier,28,19.3,0.6,4.4,1.9,0.7,1.3,2.2,4.1,2.9,0.7,0.9,0.5,0.1,2.0,5.0,1621415.0,NBA_2019
Frank Jackson,20,19.2,0.9,1.1,3.2,0.9,0.8,1.8,7.3,2.2,0.4,1.2,0.4,0.0,1.5,8.1,1378242.0,NBA_2019
Ian Clark,27,16.2,1.1,1.6,2.5,0.6,1.0,1.3,6.4,1.5,0.2,0.6,0.4,0.1,1.6,6.7,1757429.0,NBA_2019
Jahlil Okafor,23,15.8,0.0,0.7,3.6,1.0,0.9,3.3,6.1,4.7,1.4,1.5,0.3,0.7,1.6,8.2,1567007.0,NBA_2019
Cheick Diallo,22,14.0,0.0,0.5,2.6,0.8,0.8,4.0,4.2,5.2,1.2,1.0,0.5,0.5,1.8,6.0,1544951.0,NBA_2019
Dairis Bertāns,29,13.9,0.8,0.8,1.0,0.0,0.2,0.6,3.9,0.8,0.2,0.0,0.1,0.0,0.6,2.8,194220.0,NBA_2019
Stanley Johnson,22,13.7,0.6,1.6,2.1,0.5,1.4,1.8,5.1,2.3,0.5,0.7,0.7,0.1,1.2,5.3,3940402.0,NBA_2019
Jason Smith,32,10.0,1.0,0.5,1.0,1.0,0.5,1.0,4.5,2.0,1.0,1.0,0.0,0.0,1.5,4.0,5450000.0,NBA_2019
Luka Dončić,19,32.2,2.3,6.0,7.0,4.8,3.4,6.6,16.5,7.8,1.2,6.7,1.1,0.3,1.9,21.2,6560640.0,NBA_2019
Tim Hardaway,26,29.4,2.4,1.9,5.7,1.7,1.3,2.8,14.1,3.2,0.4,2.3,0.6,0.1,1.8,15.5,17325000.0,NBA_2019
Dorian Finney-Smith,25,24.5,1.0,1.2,2.8,0.9,0.9,3.1,6.5,4.8,1.7,1.3,0.9,0.4,2.3,7.5,1544951.0,NBA_2019
Jalen Brunson,22,21.8,0.9,3.2,3.6,1.2,1.2,2.0,7.7,2.3,0.3,1.6,0.5,0.1,1.7,9.3,1230000.0,NBA_2019
Dwight Powell,27,21.6,0.5,1.5,3.8,2.5,0.9,3.5,6.3,5.3,1.8,3.3,0.6,0.6,2.6,10.6,9631250.0,NBA_2019
Maxi Kleber,27,21.2,1.1,1.0,2.5,0.8,0.8,3.4,5.4,4.6,1.3,1.0,0.5,1.1,2.0,6.8,1378242.0,NBA_2019
J.J. Barea,34,19.8,1.0,5.6,4.2,1.4,1.9,2.2,10.1,2.5,0.3,2.1,0.6,0.0,1.3,10.9,3710850.0,NBA_2019
Justin Jackson,23,18.3,1.1,1.0,3.2,0.7,0.2,1.6,6.6,2.3,0.7,1.0,0.3,0.0,1.1,8.2,2807880.0,NBA_2019
Trey Burke,26,17.4,1.0,2.6,3.5,1.6,0.8,1.0,7.6,1.5,0.5,2.0,0.5,0.1,1.0,9.7,1795015.0,NBA_2019
Devin Harris,35,15.8,0.9,1.8,1.9,1.5,0.8,1.5,5.1,1.6,0.2,2.0,0.5,0.2,2.0,6.3,2393887.0,NBA_2019
Dirk Nowitzki,40,15.6,1.3,0.7,2.6,0.8,0.4,3.0,7.4,3.1,0.1,1.0,0.2,0.4,1.5,7.3,5000000.0,NBA_2019
Courtney Lee,33,12.2,0.5,1.0,1.5,0.2,0.4,1.1,3.7,1.2,0.1,0.3,0.6,0.0,0.9,3.6,12253780.0,NBA_2019
Salah Mejri,32,11.1,0.3,1.0,1.5,0.6,0.6,2.6,3.1,3.6,1.0,0.9,0.3,0.7,1.5,3.9,1567007.0,NBA_2019
Ryan Broekhoff,28,10.8,0.9,0.5,1.4,0.4,0.4,1.3,3.0,1.5,0.2,0.5,0.1,0.1,0.8,4.0,838464.0,NBA_2019
Ray Spalding,21,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,838464.0,NBA_2019
Devin Booker,22,35.0,2.1,6.8,9.2,6.1,4.1,3.5,19.6,4.1,0.6,7.1,0.9,0.2,3.1,26.6,3314365.0,NBA_2019
T.J. Warren,25,31.6,1.8,1.5,6.9,2.3,1.2,3.3,14.2,4.0,0.7,2.9,1.2,0.7,2.8,18.0,11750000.0,NBA_2019
Tyler Johnson,26,31.2,1.4,4.2,3.5,2.6,1.1,2.8,9.6,4.0,1.2,3.0,1.1,0.5,1.9,11.1,19245370.0,NBA_2019
Deandre Ayton,20,30.7,0.0,1.8,7.2,2.0,1.8,7.1,12.3,10.3,3.1,2.7,0.9,0.9,2.9,16.3,8165160.0,NBA_2019
Mikal Bridges,22,29.5,1.3,2.1,3.0,1.2,0.9,2.5,6.9,3.2,0.7,1.4,1.6,0.5,2.5,8.3,3552960.0,NBA_2019
Kelly Oubre,23,29.5,1.7,1.6,6.1,3.0,1.8,3.7,13.4,4.9,1.2,4.0,1.4,1.0,2.8,16.9,3208630.0,NBA_2019
Isaiah Canaan,27,26.5,1.3,3.3,2.7,0.8,1.5,2.3,6.8,2.6,0.3,1.1,0.6,0.0,2.4,7.5,456733.0,NBA_2019
Josh Jackson,21,25.2,0.9,2.3,4.4,1.8,2.2,3.6,10.6,4.4,0.8,2.7,0.9,0.7,2.6,11.5,6041520.0,NBA_2019
De'Anthony Melton,20,19.7,0.6,3.2,2.0,0.4,1.5,2.2,5.1,2.7,0.5,0.6,1.4,0.5,2.3,5.0,949000.0,NBA_2019
Jamal Crawford,38,18.9,1.0,3.6,2.7,1.5,1.5,1.2,6.8,1.3,0.1,1.7,0.5,0.2,1.2,7.9,2393887.0,NBA_2019
Élie Okobo,21,18.1,0.7,2.4,2.2,0.7,1.3,1.6,5.5,1.8,0.2,0.9,0.6,0.1,2.1,5.7,1238464.0,NBA_2019
Dragan Bender,21,18.0,0.5,1.2,1.9,0.7,0.8,3.2,4.3,4.0,0.7,1.2,0.4,0.5,2.0,5.0,4661280.0,NBA_2019
Richaun Holmes,25,16.9,0.0,0.9,3.2,1.8,0.7,3.1,5.2,4.7,1.6,2.5,0.6,1.1,2.8,8.2,1600520.0,NBA_2019
Troy Daniels,27,14.9,1.5,0.5,2.2,0.4,0.5,1.2,5.4,1.4,0.3,0.5,0.5,0.1,1.5,6.2,3258539.0,NBA_2019
Tyson Chandler,36,12.7,0.0,0.9,1.1,1.4,1.0,4.6,1.7,5.6,1.0,2.6,0.3,0.1,3.0,3.7,13585000.0,NBA_2019
Quincy Acy,28,12.3,0.2,0.8,0.4,0.7,0.4,2.2,1.8,2.5,0.3,1.0,0.1,0.4,2.4,1.7,213949.0,NBA_2019
Ray Spalding,21,11.3,0.0,0.4,1.9,0.3,0.7,2.5,3.6,3.7,1.2,0.9,0.7,0.6,1.8,4.2,184746.0,NBA_2019
Ray Spalding,21,11.3,0.0,0.4,1.9,0.3,0.7,2.5,3.6,3.7,1.2,0.9,0.7,0.6,1.8,4.2,47371.0,NBA_2019
Jimmer Fredette,29,10.8,0.0,1.3,1.3,1.0,0.8,1.0,4.8,1.2,0.2,1.0,0.5,0.0,0.8,3.7,198580.0,NBA_2019
Emanuel Terry,22,10.0,0.0,0.5,2.0,0.5,1.0,2.0,3.0,3.0,1.0,1.0,1.5,0.0,2.0,4.5,47371.0,NBA_2019
