Name,Age,MP,ThreePoints,AST,FG,FT,TOV,DRB,FGA,TRB,ORB,FTA,STL,BLK,PF,PointsPerGame,Salary,Season
Jahlil Okafor,21,22.7,0.0,1.2,4.8,2.1,1.8,3.2,9.4,4.8,1.6,3.2,0.4,1.0,2.4,11.8,4788840.0,NBA_2017
Justin Anderson,23,21.6,0.9,1.4,3.1,1.3,1.1,2.8,6.8,4.0,1.3,1.7,0.5,0.3,1.9,8.5,1514160.0,NBA_2017
Richaun Holmes,23,20.9,0.5,1.0,4.0,1.3,1.0,3.8,7.2,5.5,1.6,1.8,0.7,1.0,2.4,9.8,1025831.0,NBA_2017
Hollis Thompson,25,18.1,0.8,0.8,2.1,0.4,0.3,2.2,5.1,2.7,0.5,0.6,0.5,0.2,1.8,5.5,442126.0,NBA_2017
Shawn Long,24,13.0,0.4,0.7,3.4,1.1,0.7,2.4,6.1,4.7,2.3,1.9,0.5,0.5,2.7,8.2,96969.0,NBA_2017
Justin Harper,27,10.3,0.7,0.7,1.7,0.0,1.3,1.0,4.0,1.7,0.7,0.0,0.0,0.0,0.7,4.0,57672.0,NBA_2017
Tiago Splitter,32,9.5,0.3,0.5,1.8,1.1,0.8,1.8,3.9,2.8,1.0,1.4,0.1,0.1,1.0,4.9,8550000.0,NBA_2017
Chasson Randle,23,9.3,0.8,0.8,1.5,1.5,0.4,0.6,3.3,0.6,0.0,1.5,0.4,0.1,1.4,5.3,297311.0,NBA_2017
Brook Lopez,28,29.6,1.8,2.3,7.4,3.9,2.5,3.8,15.6,5.4,1.6,4.9,0.5,1.7,2.6,20.5,21165675.0,NBA_2017
Sean Kilpatrick,27,25.1,1.5,2.2,4.4,2.9,1.9,3.7,10.5,4.0,0.3,3.5,0.6,0.1,1.7,13.1,980431.0,NBA_2017
Trevor Booker,29,24.7,0.4,1.9,4.3,1.0,1.8,6.0,8.3,8.0,2.0,1.5,1.1,0.4,2.1,10.0,9250000.0,NBA_2017
Jeremy Lin,28,24.5,1.6,5.1,4.9,3.2,2.4,3.4,11.1,3.8,0.3,3.9,1.2,0.4,2.2,14.5,11483254.0,NBA_2017
Rondae Hollis-Jefferson,22,22.6,0.2,2.0,3.0,2.4,1.5,4.6,6.9,5.8,1.2,3.2,1.1,0.6,2.3,8.7,1395600.0,NBA_2017
Spencer Dinwiddie,23,22.6,0.6,3.1,2.3,2.1,1.1,2.3,5.1,2.8,0.5,2.7,0.7,0.4,2.0,7.3,726672.0,NBA_2017
Isaiah Whitehead,21,22.5,0.6,2.6,2.8,1.2,1.9,2.1,7.0,2.5,0.4,1.5,0.6,0.5,2.4,7.4,1074145.0,NBA_2017
Joe Harris,25,21.9,1.6,1.0,3.0,0.7,1.1,2.5,7.0,2.8,0.3,0.9,0.6,0.2,2.3,8.2,980431.0,NBA_2017
Caris LeVert,22,21.7,1.0,1.9,3.0,1.2,1.0,2.9,6.7,3.3,0.4,1.6,0.9,0.1,1.6,8.2,1562280.0,NBA_2017
Randy Foye,33,18.6,1.0,2.0,1.7,0.8,1.2,2.1,4.7,2.2,0.1,0.9,0.5,0.1,1.4,5.2,2500000.0,NBA_2017
Justin Hamilton,26,18.4,0.9,0.9,2.7,0.6,0.7,3.0,5.9,4.1,1.1,0.8,0.5,0.7,1.4,6.9,3000000.0,NBA_2017
Quincy Acy,26,15.9,1.1,0.6,2.0,1.3,0.6,2.8,4.8,3.3,0.6,1.8,0.4,0.5,1.8,6.5,1914544.0,NBA_2017
Archie Goodwin,22,15.3,0.3,1.9,2.8,1.9,1.2,1.8,5.1,2.3,0.6,2.7,0.3,0.3,0.6,7.9,194494.0,NBA_2017
Yogi Ferrell,23,15.1,0.8,1.7,1.8,1.0,1.4,0.8,4.9,1.2,0.4,1.6,0.2,0.2,1.1,5.4,202300.0,NBA_2017
K.J. McDaniels,23,14.7,0.6,0.5,2.3,1.2,1.0,2.2,5.1,2.6,0.5,1.4,0.6,0.5,1.3,6.3,3333333.0,NBA_2017
Luis Scola,36,12.8,0.5,1.0,2.0,0.7,0.9,2.4,4.2,3.9,1.4,1.0,0.4,0.1,1.8,5.1,5000000.0,NBA_2017
Anthony Bennett,23,11.5,0.6,0.5,1.7,1.1,0.5,2.3,4.0,3.4,1.1,1.6,0.2,0.1,0.8,5.0,1015696.0,NBA_2017
Andrew Nicholson,27,11.1,0.2,0.3,1.3,0.2,0.6,2.3,3.4,2.7,0.4,0.2,0.5,0.0,1.8,3.0,6088993.0,NBA_2017
Klay Thompson,26,34.0,3.4,2.1,8.3,2.4,1.6,3.0,17.6,3.7,0.6,2.8,0.8,0.5,1.8,22.3,16663575.0,NBA_2017
Stephen Curry,28,33.4,4.1,6.6,8.5,4.1,3.0,3.7,18.3,4.5,0.8,4.6,1.8,0.2,2.3,25.3,12112359.0,NBA_2017
Kevin Durant,28,33.4,1.9,4.8,8.9,5.4,2.2,7.6,16.5,8.3,0.6,6.2,1.1,1.6,1.9,25.1,26540100.0,NBA_2017
Draymond Green,26,32.5,1.1,7.0,3.6,2.0,2.4,6.6,8.6,7.9,1.3,2.8,2.0,1.4,2.9,10.2,15330435.0,NBA_2017
Andre Iguodala,33,26.3,0.8,3.4,2.9,0.9,0.8,3.3,5.5,4.0,0.7,1.3,1.0,0.5,1.3,7.6,11131368.0,NBA_2017
Matt Barnes,36,20.5,0.9,2.3,1.9,1.0,1.2,3.8,4.5,4.6,0.8,1.2,0.6,0.5,2.4,5.7,383351.0,NBA_2017
Zaza Pachulia,32,18.1,0.0,1.9,2.3,1.4,1.2,3.9,4.4,5.9,2.0,1.8,0.8,0.5,2.4,6.1,2898000.0,NBA_2017
Shaun Livingston,31,17.7,0.0,1.8,2.3,0.6,0.8,1.6,4.2,2.0,0.4,0.8,0.5,0.3,1.6,5.1,5782450.0,NBA_2017
Patrick McCaw,21,15.1,0.6,1.1,1.5,0.4,0.5,1.1,3.5,1.4,0.3,0.5,0.5,0.2,0.9,4.0,543471.0,NBA_2017
Ian Clark,25,14.8,0.8,1.2,2.7,0.6,0.7,1.3,5.6,1.6,0.3,0.8,0.5,0.1,1.0,6.8,1015696.0,NBA_2017
David West,36,12.6,0.0,2.2,2.0,0.6,1.1,2.3,3.7,3.0,0.7,0.8,0.6,0.7,1.5,4.6,1551659.0,NBA_2017
JaVale McGee,29,9.6,0.0,0.2,2.7,0.7,0.5,1.9,4.1,3.2,1.3,1.4,0.2,0.9,1.4,6.1,1403611.0,NBA_2017
James Michael McAdoo,24,8.8,0.0,0.3,1.2,0.4,0.4,1.1,2.3,1.8,0.7,0.8,0.3,0.6,0.9,2.8,980431.0,NBA_2017
Damian Jones,21,8.5,0.0,0.0,0.8,0.3,0.6,1.4,1.6,2.3,0.9,1.0,0.1,0.4,1.5,1.9,1171560.0,NBA_2017
Kevon Looney,20,8.4,0.0,0.5,1.1,0.4,0.3,1.5,2.0,2.3,0.8,0.6,0.3,0.3,1.2,2.5,1182840.0,NBA_2017
Briante Weber,24,6.6,0.0,0.7,0.7,0.3,0.4,0.6,2.0,0.6,0.0,0.4,0.4,0.1,0.6,1.7,102898.0,NBA_2017
Kawhi Leonard,25,33.4,2.0,3.5,8.6,6.3,2.1,4.7,17.7,5.8,1.1,7.2,1.8,0.7,1.6,25.5,17638063.0,NBA_2017
LaMarcus Aldridge,31,32.4,0.3,1.9,6.9,3.1,1.4,4.9,14.6,7.3,2.4,3.8,0.6,1.2,2.2,17.3,20575005.0,NBA_2017
Danny Green,29,26.6,1.7,1.8,2.6,0.4,1.1,2.8,6.6,3.3,0.5,0.5,1.0,0.8,1.8,7.3,10000000.0,NBA_2017
Pau Gasol,36,25.4,0.9,2.3,4.7,2.0,1.3,6.2,9.4,7.8,1.7,2.9,0.4,1.1,1.7,12.4,15500000.0,NBA_2017
Tony Parker,34,25.2,0.4,4.5,4.2,1.3,1.4,1.7,9.0,1.8,0.1,1.9,0.5,0.0,1.5,10.1,14445313.0,NBA_2017
Patty Mills,28,21.9,1.8,3.5,3.4,0.8,1.3,1.5,7.8,1.8,0.3,1.0,0.8,0.0,1.4,9.5,3578948.0,NBA_2017
David Lee,33,18.7,0.0,1.6,3.1,1.0,1.0,3.7,5.3,5.6,1.9,1.4,0.4,0.5,1.6,7.3,1551659.0,NBA_2017
Jonathon Simmons,27,17.8,0.4,1.6,2.3,1.3,1.0,1.8,5.4,2.1,0.3,1.7,0.6,0.3,1.9,6.2,874636.0,NBA_2017
Dewayne Dedmon,27,17.5,0.0,0.6,2.1,0.9,0.8,4.8,3.4,6.5,1.7,1.2,0.5,0.8,2.4,5.1,2898000.0,NBA_2017
Kyle Anderson,23,14.2,0.2,1.3,1.3,0.6,0.5,2.4,2.9,2.9,0.5,0.8,0.7,0.4,0.9,3.4,1192080.0,NBA_2017
Dejounte Murray,20,8.5,0.2,1.3,1.3,0.6,1.0,0.9,3.1,1.1,0.2,0.8,0.2,0.2,0.8,3.4,1180080.0,NBA_2017
Bryn Forbes,23,7.9,0.5,0.6,1.0,0.1,0.3,0.6,2.8,0.6,0.1,0.2,0.0,0.0,0.6,2.6,543471.0,NBA_2017
Joel Anthony,34,6.4,0.0,0.2,0.5,0.3,0.2,1.2,0.8,1.6,0.4,0.4,0.1,0.3,0.6,1.3,663810.0,NBA_2017
James Harden,27,36.4,3.2,11.2,8.3,9.2,5.7,7.0,18.9,8.1,1.2,10.9,1.5,0.5,2.7,29.1,26540100.0,NBA_2017
Trevor Ariza,31,34.7,2.4,2.2,4.1,1.2,0.9,5.1,10.0,5.7,0.7,1.6,1.8,0.3,1.7,11.7,7806971.0,NBA_2017
Eric Gordon,28,31.0,3.3,2.5,5.5,2.0,1.6,2.3,13.5,2.7,0.4,2.3,0.6,0.5,2.0,16.2,12385364.0,NBA_2017
Patrick Beverley,28,30.7,1.6,4.2,3.4,1.1,1.5,4.4,8.1,5.9,1.4,1.4,1.5,0.4,3.3,9.5,6000000.0,NBA_2017
Ryan Anderson,28,29.4,2.8,0.9,4.5,1.8,0.8,3.0,10.7,4.6,1.6,2.1,0.4,0.2,2.0,13.6,18735364.0,NBA_2017
Lou Williams,30,25.7,1.8,2.4,4.4,4.3,1.7,2.5,11.5,3.0,0.5,4.9,0.7,0.4,1.1,14.9,7000000.0,NBA_2017
Clint Capela,22,23.9,0.0,1.0,5.6,1.4,1.3,5.4,8.7,8.1,2.7,2.7,0.5,1.2,2.8,12.6,1296240.0,NBA_2017
Troy Williams,22,23.2,1.3,1.0,3.7,1.0,1.0,2.5,7.3,4.0,1.5,1.2,0.5,0.2,3.0,9.7,181969.0,NBA_2017
Sam Dekker,22,18.4,0.8,1.0,2.6,0.5,0.5,2.5,5.6,3.7,1.2,0.9,0.5,0.3,1.1,6.5,1720560.0,NBA_2017
Montrezl Harrell,23,18.3,0.0,1.1,3.9,1.3,0.8,2.4,5.9,3.8,1.4,2.1,0.3,0.7,2.2,9.1,1045000.0,NBA_2017
Isaiah Taylor,22,13.0,0.0,0.8,0.3,0.3,0.0,0.5,1.8,0.8,0.3,0.5,0.3,0.3,1.5,0.8,305000.0,NBA_2017
Chinanu Onuaku,20,10.4,0.0,0.6,1.0,0.8,0.8,1.6,1.4,2.0,0.4,0.8,0.6,0.2,1.2,2.8,543471.0,NBA_2017
Bobby Brown,32,4.9,0.6,0.6,0.9,0.1,0.2,0.2,2.4,0.2,0.0,0.1,0.0,0.0,0.2,2.5,934293.0,NBA_2017
Blake Griffin,27,34.0,0.6,4.9,7.9,5.2,2.3,6.3,15.9,8.1,1.8,6.9,0.9,0.4,2.6,21.6,20140838.0,NBA_2017
DeAndre Jordan,28,31.7,0.0,1.2,5.1,2.5,1.4,10.1,7.1,13.8,3.7,5.2,0.6,1.7,2.6,12.7,21165675.0,NBA_2017
Chris Paul,31,31.5,2.0,9.2,6.1,3.8,2.4,4.3,12.9,5.0,0.7,4.3,2.0,0.1,2.4,18.1,22868827.0,NBA_2017
J.J. Redick,32,28.2,2.6,1.4,5.1,2.3,1.3,2.1,11.4,2.2,0.1,2.6,0.7,0.2,1.6,15.0,7377500.0,NBA_2017
Austin Rivers,24,27.8,1.5,2.8,4.4,1.8,1.6,1.9,9.9,2.2,0.3,2.6,0.6,0.1,2.5,12.0,11000000.0,NBA_2017
Jamal Crawford,36,26.3,1.4,2.6,4.4,2.1,1.6,1.4,10.6,1.6,0.2,2.5,0.7,0.2,1.4,12.3,13253012.0,NBA_2017
Luc Mbah a Moute,30,22.3,0.5,0.5,2.4,0.7,0.6,1.6,4.7,2.1,0.6,1.1,1.0,0.4,1.5,6.1,2203000.0,NBA_2017
Raymond Felton,32,21.3,0.6,2.4,2.8,0.6,1.0,2.3,6.4,2.7,0.4,0.8,0.8,0.3,1.6,6.7,1551659.0,NBA_2017
Marreese Speights,29,15.7,1.3,0.8,3.0,1.5,0.8,3.5,6.7,4.5,1.1,1.7,0.3,0.5,2.8,8.7,1403611.0,NBA_2017
Wesley Johnson,29,11.9,0.4,0.3,1.1,0.2,0.3,2.3,2.9,2.7,0.4,0.3,0.4,0.4,1.2,2.7,5628000.0,NBA_2017
Brandon Bass,31,11.1,0.0,0.4,2.1,1.5,0.6,1.7,3.6,2.5,0.8,1.7,0.3,0.2,0.9,5.6,1551659.0,NBA_2017
Paul Pierce,39,11.1,0.6,0.4,1.1,0.4,0.6,1.9,2.8,1.9,0.0,0.5,0.2,0.2,1.6,3.2,3500000.0,NBA_2017
Alan Anderson,34,10.3,0.5,0.4,1.0,0.4,0.2,0.7,2.7,0.8,0.1,0.5,0.1,0.0,1.2,2.9,1315448.0,NBA_2017
Diamond Stone,19,3.4,0.0,0.0,0.4,0.6,0.3,0.7,1.9,0.9,0.1,0.6,0.0,0.1,0.7,1.4,543471.0,NBA_2017
Brice Johnson,22,3.0,0.0,0.3,0.7,0.0,0.3,0.7,2.3,1.0,0.3,0.0,0.7,0.3,0.0,1.3,1273920.0,NBA_2017
Gordon Hayward,26,34.5,2.0,3.5,7.5,5.0,1.9,4.7,15.8,5.4,0.7,5.9,1.0,0.3,1.6,21.9,16073140.0,NBA_2017
Rudy Gobert,24,33.9,0.0,1.2,5.1,3.8,1.8,8.9,7.7,12.8,3.9,5.9,0.6,2.6,3.0,14.0,2121288.0,NBA_2017
George Hill,30,31.5,1.9,4.2,5.9,3.2,1.7,2.9,12.4,3.4,0.5,4.0,1.0,0.2,2.3,16.9,8000000.0,NBA_2017
Rodney Hood,24,27.0,1.9,1.6,4.6,1.5,1.1,3.2,11.3,3.4,0.3,1.9,0.6,0.2,2.2,12.7,1406520.0,NBA_2017
Joe Ingles,29,24.0,1.5,2.7,2.5,0.6,1.3,2.9,5.5,3.2,0.3,0.8,1.2,0.1,2.0,7.1,2250000.0,NBA_2017
Derrick Favors,25,23.7,0.1,1.1,4.1,1.3,1.2,4.3,8.3,6.1,1.8,2.2,0.9,0.8,2.1,9.5,11050000.0,NBA_2017
Joe Johnson,35,23.6,1.4,1.8,3.5,0.8,0.9,2.7,8.0,3.1,0.4,1.0,0.5,0.2,1.2,9.2,11000000.0,NBA_2017
Shelvin Mack,26,21.9,0.7,2.8,3.1,1.0,1.6,1.9,6.9,2.3,0.4,1.4,0.8,0.1,1.8,7.8,2433334.0,NBA_2017
Dante Exum,21,18.6,0.7,1.7,2.3,0.9,1.2,1.5,5.5,2.0,0.5,1.1,0.3,0.2,2.2,6.2,3940320.0,NBA_2017
Boris Diaw,34,17.6,0.3,2.3,2.0,0.4,1.2,1.5,4.5,2.2,0.6,0.5,0.2,0.1,1.1,4.6,7000000.0,NBA_2017
Trey Lyles,21,16.3,0.9,1.0,2.2,0.8,0.9,2.6,6.2,3.3,0.7,1.1,0.4,0.3,1.4,6.2,2340600.0,NBA_2017
Alec Burks,25,15.5,0.6,0.7,2.4,1.4,0.8,2.5,5.9,2.9,0.4,1.9,0.4,0.1,1.2,6.7,10154495.0,NBA_2017
Raul Neto,24,8.7,0.3,0.9,1.0,0.2,0.4,0.7,2.3,0.8,0.1,0.2,0.5,0.1,1.2,2.5,937800.0,NBA_2017
Jeff Withey,26,8.5,0.0,0.1,1.1,0.7,0.3,1.4,2.0,2.4,1.0,0.9,0.3,0.6,1.0,2.9,1015696.0,NBA_2017
Joel Bolomboy,23,4.4,0.1,0.2,0.8,0.3,0.2,1.1,1.3,1.4,0.3,0.5,0.1,0.2,0.1,1.8,600000.0,NBA_2017
Russell Westbrook,28,34.6,2.5,10.4,10.2,8.8,5.4,9.0,24.0,10.7,1.7,10.4,1.6,0.4,2.3,31.6,26540100.0,NBA_2017
Victor Oladipo,24,33.2,1.9,2.6,6.1,1.7,1.8,3.8,13.9,4.3,0.6,2.3,1.2,0.3,2.3,15.9,6552960.0,NBA_2017
Andre Roberson,25,30.1,0.6,1.0,2.7,0.6,0.6,3.9,5.9,5.1,1.2,1.4,1.2,1.0,2.6,6.6,2183072.0,NBA_2017
Steven Adams,23,29.9,0.0,1.1,4.7,2.0,1.8,4.2,8.2,7.7,3.5,3.2,1.1,1.0,2.4,11.3,3140517.0,NBA_2017
Enes Kanter,24,21.3,0.1,0.9,5.6,3.1,1.7,4.0,10.2,6.7,2.7,4.0,0.4,0.5,2.1,14.3,17145838.0,NBA_2017
Taj Gibson,31,21.2,0.0,0.6,3.9,1.2,1.2,2.8,7.8,4.5,1.7,1.7,0.6,0.7,1.7,9.0,8950000.0,NBA_2017
Domantas Sabonis,20,20.1,0.6,1.0,2.4,0.5,1.0,3.0,5.9,3.6,0.6,0.8,0.5,0.4,2.5,5.9,2440200.0,NBA_2017
Doug McDermott,25,19.5,1.0,0.6,2.5,0.5,0.3,2.0,5.6,2.2,0.3,0.8,0.1,0.0,1.0,6.6,2483040.0,NBA_2017
Jerami Grant,22,19.1,0.6,0.6,1.9,1.1,0.5,2.1,4.0,2.6,0.5,1.8,0.4,1.0,1.8,5.4,980431.0,NBA_2017
Josh Huestis,25,15.5,1.0,1.5,3.0,0.0,0.0,2.5,5.5,4.5,2.0,0.5,0.0,1.5,0.0,7.0,1191480.0,NBA_2017
Semaj Christon,24,15.2,0.2,2.0,1.2,0.3,0.7,1.1,3.5,1.4,0.3,0.5,0.4,0.1,1.2,2.9,543471.0,NBA_2017
Kyle Singler,28,12.0,0.2,0.3,1.1,0.4,0.3,1.3,2.6,1.5,0.3,0.5,0.2,0.2,0.9,2.8,4837500.0,NBA_2017
Norris Cole,28,9.6,0.2,1.1,1.2,0.6,0.5,0.8,4.0,0.8,0.0,0.8,0.6,0.0,1.4,3.3,247991.0,NBA_2017
Nick Collison,36,6.4,0.0,0.6,0.7,0.3,0.2,1.1,1.2,1.6,0.5,0.4,0.1,0.1,0.9,1.7,3750000.0,NBA_2017
Marc Gasol,32,34.2,1.4,4.6,7.2,3.8,2.2,5.5,15.7,6.3,0.8,4.5,0.9,1.3,2.3,19.5,21165675.0,NBA_2017
Mike Conley,29,33.2,2.5,6.3,6.7,4.6,2.3,3.0,14.6,3.5,0.4,5.3,1.3,0.3,1.8,20.5,26540100.0,NBA_2017
JaMychal Green,26,27.3,0.7,1.1,3.2,1.7,1.2,4.9,6.5,7.1,2.2,2.2,0.6,0.4,3.2,8.9,980431.0,NBA_2017
Tony Allen,35,27.0,0.2,1.4,3.9,1.1,1.4,3.2,8.4,5.5,2.3,1.8,1.6,0.4,2.5,9.1,5505618.0,NBA_2017
Vince Carter,40,24.6,1.5,1.8,2.6,1.2,0.7,2.6,6.7,3.1,0.5,1.6,0.8,0.5,2.2,8.0,4264057.0,NBA_2017
Zach Randolph,35,24.5,0.3,1.7,5.9,1.9,1.4,5.7,13.2,8.2,2.5,2.6,0.5,0.1,1.9,14.1,10361445.0,NBA_2017
James Ennis,26,23.5,0.8,1.0,2.3,1.3,0.9,3.0,5.0,4.0,1.1,1.7,0.7,0.3,2.6,6.7,2898000.0,NBA_2017
Andrew Harrison,22,20.5,0.6,2.8,1.6,2.1,1.2,1.6,5.0,1.9,0.3,2.7,0.7,0.3,2.7,5.9,945000.0,NBA_2017
Chandler Parsons,28,19.9,0.7,1.6,2.2,1.0,0.7,2.3,6.5,2.5,0.2,1.3,0.6,0.1,1.5,6.2,22116750.0,NBA_2017
Troy Daniels,25,17.7,2.1,0.7,2.8,0.6,0.7,1.2,7.4,1.5,0.3,0.8,0.3,0.1,1.3,8.2,3332940.0,NBA_2017
Troy Williams,22,17.4,0.4,0.8,2.1,0.6,1.1,1.6,5.1,1.9,0.3,1.0,1.0,0.4,1.8,5.3,543471.0,NBA_2017
Wayne Selden,22,17.2,0.3,1.1,1.8,1.1,0.8,0.9,4.5,1.0,0.1,1.6,0.4,0.1,1.1,5.0,83119.0,NBA_2017
Toney Douglas,30,16.4,0.3,2.3,1.8,1.0,0.9,2.0,4.9,2.5,0.5,1.2,0.8,0.2,2.1,4.9,603558.0,NBA_2017
Brandan Wright,29,16.0,0.0,0.5,3.0,0.8,0.4,1.7,4.8,2.8,1.1,1.3,0.4,0.7,1.5,6.8,5700000.0,NBA_2017
Jarell Martin,22,13.3,0.2,0.2,1.4,1.0,0.7,2.9,3.6,3.9,1.0,1.2,0.4,0.2,2.2,3.9,1286160.0,NBA_2017
Wade Baldwin,20,12.3,0.1,1.8,1.1,0.9,1.2,1.1,3.5,1.4,0.3,1.1,0.5,0.2,1.2,3.2,1793760.0,NBA_2017
Deyonta Davis,20,6.6,0.0,0.1,0.7,0.3,0.2,1.1,1.3,1.7,0.6,0.5,0.1,0.5,1.1,1.6,1369229.0,NBA_2017
Damian Lillard,26,35.9,2.9,5.9,8.8,6.5,2.6,4.3,19.8,4.9,0.6,7.3,0.9,0.3,2.0,27.0,24328425.0,NBA_2017
CJ McCollum,25,35.0,2.3,3.6,8.7,3.4,2.2,2.9,18.0,3.6,0.8,3.7,0.9,0.5,2.5,23.0,3219579.0,NBA_2017
Al-Farouq Aminu,26,29.1,1.1,1.6,3.0,1.6,1.5,6.1,7.6,7.4,1.3,2.2,1.0,0.7,1.7,8.7,7680965.0,NBA_2017
Maurice Harkless,23,28.9,0.9,1.1,4.1,1.0,1.1,2.8,8.1,4.4,1.6,1.6,1.1,0.9,2.8,10.0,8988764.0,NBA_2017
Allen Crabbe,24,28.5,1.7,1.2,3.8,1.3,0.8,2.6,8.2,2.9,0.2,1.6,0.7,0.3,2.2,10.7,18500000.0,NBA_2017
Evan Turner,28,25.5,0.5,3.2,3.6,1.3,1.5,3.2,8.5,3.8,0.6,1.6,0.8,0.4,1.9,9.0,16393443.0,NBA_2017
Ed Davis,27,17.2,0.0,0.6,1.6,1.1,0.8,3.2,3.1,5.3,2.1,1.8,0.3,0.5,3.0,4.3,6666667.0,NBA_2017
Noah Vonleh,21,17.1,0.1,0.4,1.8,0.8,0.9,3.5,3.6,5.2,1.8,1.3,0.4,0.4,2.1,4.4,2751360.0,NBA_2017
Meyers Leonard,24,16.5,1.0,1.0,2.0,0.5,0.5,2.8,5.1,3.2,0.4,0.5,0.2,0.4,2.3,5.4,9213484.0,NBA_2017
Shabazz Napier,25,9.7,0.6,1.3,1.4,0.7,0.8,1.0,3.5,1.2,0.2,0.9,0.6,0.0,0.7,4.1,1350120.0,NBA_2017
Pat Connaughton,24,8.1,0.4,0.7,0.9,0.2,0.4,1.1,1.8,1.3,0.3,0.2,0.2,0.1,0.6,2.5,874636.0,NBA_2017
Jake Layman,22,7.1,0.4,0.3,0.7,0.4,0.3,0.5,2.5,0.7,0.2,0.5,0.3,0.1,0.6,2.2,600000.0,NBA_2017
Danilo Gallinari,28,33.9,2.0,2.1,5.3,5.5,1.3,4.5,11.9,5.2,0.6,6.1,0.6,0.2,1.5,18.2,15050000.0,NBA_2017
Gary Harris,22,31.3,1.9,2.9,5.6,1.8,1.3,2.3,11.2,3.1,0.8,2.4,1.2,0.1,1.6,14.9,1655880.0,NBA_2017
Wilson Chandler,29,30.9,1.5,2.0,6.1,2.0,1.6,5.0,13.2,6.5,1.5,2.7,0.7,0.4,2.4,15.7,11200000.0,NBA_2017
Will Barton,26,28.4,1.5,3.4,4.9,2.4,1.6,3.4,11.1,4.3,1.0,3.2,0.8,0.5,1.8,13.7,3533333.0,NBA_2017
Jameer Nelson,34,27.3,1.4,5.1,3.6,0.6,1.7,2.2,8.1,2.6,0.4,0.8,0.7,0.1,2.6,9.2,4540525.0,NBA_2017
Emmanuel Mudiay,20,25.6,1.0,3.9,3.8,2.4,2.2,2.7,10.0,3.2,0.5,3.0,0.7,0.2,1.7,11.0,3241800.0,NBA_2017
Mason Plumlee,26,23.4,0.0,2.6,3.7,1.7,1.7,4.6,6.7,6.4,1.9,2.8,0.7,1.1,2.9,9.1,2328530.0,NBA_2017
Jamal Murray,19,21.5,1.4,2.1,3.6,1.3,1.4,2.1,8.9,2.6,0.5,1.5,0.6,0.3,1.5,9.9,3210840.0,NBA_2017
Kenneth Faried,27,21.2,0.0,0.9,3.7,2.1,1.0,4.6,6.8,7.6,3.0,3.1,0.7,0.7,2.0,9.6,12078652.0,NBA_2017
Darrell Arthur,28,15.6,1.3,1.0,2.3,0.5,0.9,2.1,5.2,2.7,0.6,0.5,0.5,0.5,1.9,6.4,8070175.0,NBA_2017
Mike Miller,36,7.6,0.4,1.1,0.5,0.1,0.7,1.8,1.2,1.9,0.1,0.1,0.1,0.0,0.5,1.4,3500000.0,NBA_2017
Malik Beasley,20,7.5,0.4,0.5,1.5,0.4,0.4,0.5,3.3,0.8,0.2,0.5,0.3,0.0,0.5,3.8,1627320.0,NBA_2017
Alonzo Gee,29,6.8,0.0,0.5,0.2,0.4,0.3,0.8,1.1,1.2,0.3,0.7,0.4,0.1,1.1,0.8,495227.0,NBA_2017
Johnny O'Bryant,23,6.6,0.3,0.3,1.0,0.6,0.4,0.9,2.1,1.6,0.7,0.6,0.0,0.1,0.6,2.9,115344.0,NBA_2017
Jarnell Stokes,23,3.5,0.0,1.0,0.5,0.5,0.0,0.5,0.5,1.0,0.5,1.0,0.5,0.0,1.5,1.5,150000.0,NBA_2017
Roy Hibbert,30,1.8,0.0,0.2,0.3,0.0,0.2,0.2,0.5,0.3,0.2,0.0,0.0,0.3,0.5,0.7,5000000.0,NBA_2017
Anthony Davis,23,36.1,0.5,2.1,10.3,6.9,2.4,9.5,20.3,11.8,2.3,8.6,1.3,2.2,2.2,28.0,22116750.0,NBA_2017
DeMarcus Cousins,26,33.8,2.1,3.9,8.4,5.5,3.6,10.2,18.5,12.4,2.2,7.1,1.5,1.1,4.4,24.4,16957900.0,NBA_2017
Jrue Holiday,26,32.7,1.5,7.3,6.0,1.8,2.9,3.3,13.3,3.9,0.7,2.5,1.5,0.7,2.0,15.4,11286518.0,NBA_2017
Solomon Hill,25,29.7,1.2,1.8,2.3,1.3,1.0,3.2,6.0,3.8,0.6,1.6,0.9,0.4,2.3,7.0,11241218.0,NBA_2017
Lance Stephenson,26,27.0,0.2,4.8,4.3,0.8,1.8,2.5,9.2,3.0,0.5,1.3,0.3,0.2,3.0,9.7,1227286.0,NBA_2017
Dante Cunningham,29,25.0,1.1,0.6,2.6,0.2,0.4,3.3,5.4,4.2,0.8,0.4,0.6,0.4,1.5,6.6,2978250.0,NBA_2017
E'Twaun Moore,27,24.9,1.1,2.2,3.9,0.8,0.8,1.6,8.5,2.1,0.5,1.0,0.7,0.4,1.8,9.6,8081363.0,NBA_2017
Terrence Jones,25,24.8,0.4,1.2,4.5,2.0,0.9,4.7,9.6,5.9,1.3,3.3,0.8,1.0,1.3,11.5,1050961.0,NBA_2017
Omri Casspi,28,24.0,2.0,0.0,5.0,0.0,2.0,1.0,9.0,2.0,1.0,0.0,0.0,0.0,3.0,12.0,3000000.0,NBA_2017
Tim Frazier,26,23.5,0.6,5.2,2.5,1.5,1.6,2.1,6.2,2.7,0.5,2.0,0.9,0.1,2.0,7.1,2090000.0,NBA_2017
